month,specialty,appointment_type,appointments_attended,appointments_attended_routine,appointments_attended_urgent,appointments_attended_2_week_wait,dna,appointments_for_removals,removals
30/11/2024,Paediatrics,Non-RTT,304,259,45,0,28,17,15
31/08/2023,Colorectal Surgery,Non-RTT,143,41,47,55,7,94,51
31/01/2024,ENT,RTT First,1057,671,176,210,139,1150,1128
31/08/2022,Rheumatology,RTT First,377,333,44,0,52,230,228
30/11/2022,Breast Surgery,Non-RTT,100,52,15,33,3,80,25
30/11/2024,Breast Surgery,RTT Follow-up,136,58,20,58,3,73,38
30/09/2023,Gynaecology,Non-RTT,589,345,139,105,119,439,230
30/11/2022,Cardiology,RTT First,491,286,205,0,65,398,366
29/02/2024,Neurology,RTT Follow-up,47,33,10,4,5,44,40
31/08/2024,Respiratory,Non-RTT,416,316,84,16,70,152,87
31/08/2023,Diabetes,RTT First,116,89,27,0,31,85,85
30/06/2022,Paediatric ENT,Non-RTT,115,98,17,0,31,105,54
31/10/2022,Respiratory,RTT Follow-up,134,93,30,11,4,39,32
30/11/2023,Respiratory,RTT Follow-up,148,95,46,7,7,70,44
31/07/2024,Dermatology,RTT First,1229,177,58,994,53,1166,1158
31/10/2022,Gynaecology,Non-RTT,657,418,132,107,140,439,242
31/01/2023,General Medicine,RTT Follow-up,93,50,42,1,1,81,45
31/12/2022,Colorectal Surgery,RTT Follow-up,656,50,87,519,18,531,433
30/09/2024,Gastroenterology,Non-RTT,640,531,94,15,100,88,74
28/02/2023,Respiratory,RTT First,476,302,84,90,63,255,219
30/09/2024,General Surgery,RTT Follow-up,488,401,82,5,38,326,170
31/07/2024,Vascular Surgery,Non-RTT,45,36,9,0,5,7,7
30/06/2024,Clinical Haematology,Non-RTT,804,483,137,184,57,117,53
31/10/2024,Neurology,RTT First,447,308,124,15,77,377,376
31/05/2024,General Medicine,RTT First,263,152,67,44,6,399,318
31/10/2022,Breast Surgery,RTT Follow-up,65,21,21,23,5,34,20
30/11/2022,General Surgery,RTT Follow-up,393,320,66,7,36,222,142
31/05/2024,Rheumatology,RTT Follow-up,188,159,29,0,9,78,64
30/11/2023,Gynaecology,RTT Follow-up,813,388,148,277,60,653,377
31/10/2024,Respiratory,RTT Follow-up,75,52,17,6,8,92,66
31/07/2023,Breast Surgery,Non-RTT,69,32,8,29,6,58,19
31/12/2022,Neurology,RTT First,205,145,44,16,38,200,199
30/06/2022,Respiratory,Non-RTT,550,453,69,28,50,406,140
31/10/2023,Colorectal Surgery,RTT Follow-up,589,51,75,463,5,499,385
31/07/2022,Urology,RTT First,328,118,61,149,12,276,267
30/04/2024,Paediatric ENT,Non-RTT,172,142,30,0,32,152,117
31/08/2023,Respiratory,RTT Follow-up,117,79,29,9,11,53,40
31/12/2023,Rheumatology,Non-RTT,716,520,196,0,64,249,90
30/06/2022,Colorectal Surgery,Non-RTT,164,71,20,73,12,131,61
30/09/2022,Urology,RTT First,319,100,46,173,12,246,237
28/02/2023,Neurology,RTT Follow-up,91,53,29,9,19,64,57
30/11/2022,Gastroenterology,Non-RTT,762,657,91,14,100,333,135
31/10/2024,Colorectal Surgery,RTT Follow-up,134,77,18,39,12,518,401
31/01/2024,Gastroenterology,Non-RTT,855,681,143,31,116,314,160
30/11/2024,Gynaecology,RTT Follow-up,736,339,167,230,48,455,256
31/07/2023,Cardiology,RTT First,394,258,136,0,48,381,365
30/06/2022,Paediatrics,RTT Follow-up,36,25,11,0,1,21,20
31/08/2024,Respiratory,RTT Follow-up,69,50,11,8,13,91,61
30/06/2023,General Medicine,RTT First,137,99,2,36,1,203,191
31/10/2023,Clinical Haematology,Non-RTT,821,490,159,172,71,167,52
30/09/2024,Breast Surgery,Non-RTT,79,36,17,26,11,34,15
31/10/2023,Paediatric ENT,RTT Follow-up,161,129,30,2,11,106,60
31/03/2023,Urology,RTT Follow-up,201,78,47,76,19,127,87
31/03/2023,ENT,Non-RTT,679,455,100,124,150,759,394
31/08/2023,Clinical Haematology,Non-RTT,789,441,130,218,72,267,58
31/01/2024,Paediatrics,Non-RTT,232,195,37,0,48,188,116
29/02/2024,Breast Surgery,RTT First,502,5,5,492,11,561,554
31/07/2024,ENT,RTT Follow-up,798,394,83,321,55,852,486
31/01/2023,Paediatric ENT,RTT First,345,288,55,2,38,204,199
30/09/2023,Diabetes,Non-RTT,483,417,66,0,136,207,67
31/08/2023,Colorectal Surgery,RTT Follow-up,751,56,80,615,8,636,477
31/07/2022,Clinical Haematology,RTT First,127,60,26,41,16,129,127
31/12/2022,Respiratory,RTT Follow-up,97,79,13,5,8,69,43
31/03/2024,Trauma & Orthopaedics,Non-RTT,684,630,54,0,105,825,332
31/12/2022,Gynaecology,RTT Follow-up,751,355,183,213,75,576,362
31/03/2023,Trauma & Orthopaedics,RTT Follow-up,686,622,64,0,72,558,293
30/06/2022,Respiratory,RTT First,499,328,85,86,40,273,235
31/01/2023,Urology,RTT Follow-up,300,121,41,138,26,171,106
30/11/2022,Trauma & Orthopaedics,RTT First,899,843,56,0,103,859,796
31/08/2024,Diabetes,RTT First,121,78,43,0,34,64,62
31/01/2023,Rheumatology,Non-RTT,846,636,210,0,118,574,167
30/06/2024,General Medicine,Non-RTT,130,127,2,1,1,55,47
31/08/2022,Breast Surgery,Non-RTT,110,59,20,31,8,31,20
31/07/2022,Dermatology,RTT Follow-up,335,130,134,71,13,323,236
30/11/2022,Cardiology,Non-RTT,388,321,67,0,45,275,117
31/08/2023,Neurology,RTT First,265,171,77,17,56,281,278
30/11/2024,Paediatrics,RTT First,451,395,56,0,26,425,421
30/06/2024,Clinical Haematology,RTT First,117,64,18,35,10,104,101
31/07/2022,ENT,Non-RTT,586,406,119,61,134,641,355
30/11/2024,Neurology,Non-RTT,554,417,121,16,60,6,4
31/08/2024,Neurology,RTT First,287,182,81,24,51,246,245
31/12/2023,Gynaecology,RTT First,951,562,138,251,76,822,792
31/07/2024,Rheumatology,RTT First,490,422,68,0,59,339,334
30/06/2024,General Medicine,RTT First,240,120,66,54,15,360,292
30/09/2023,Cardiology,RTT First,416,228,188,0,59,423,393
31/10/2023,Urology,Non-RTT,448,231,55,162,117,326,148
30/11/2024,Diabetes,Non-RTT,500,444,56,0,112,79,21
30/04/2023,Paediatric ENT,Non-RTT,129,110,19,0,35,146,86
31/05/2023,Rheumatology,RTT Follow-up,160,150,10,0,7,47,41
31/10/2022,Diabetes,Non-RTT,517,481,36,0,110,209,47
31/01/2024,Breast Surgery,RTT Follow-up,72,22,21,29,3,66,41
31/03/2024,Dermatology,RTT Follow-up,585,188,118,279,3,501,364
31/08/2022,Vascular Surgery,Non-RTT,30,23,7,0,4,18,9
31/10/2022,Gastroenterology,RTT First,415,352,32,31,22,339,274
31/03/2024,ENT,Non-RTT,846,574,127,145,114,821,495
30/06/2024,Colorectal Surgery,RTT Follow-up,113,52,18,43,1,554,414
30/09/2024,Rheumatology,RTT First,451,390,61,0,51,286,285
30/11/2022,Vascular Surgery,RTT Follow-up,85,73,12,0,9,48,38
31/05/2024,Clinical Haematology,RTT First,149,84,20,45,14,131,131
31/08/2023,General Medicine,Non-RTT,96,88,7,1,2,133,75
31/01/2023,Gynaecology,RTT First,1338,742,282,314,127,1037,977
31/10/2024,Urology,Non-RTT,585,322,99,164,75,90,57
29/02/2024,Neurology,Non-RTT,621,483,119,19,89,156,110
30/09/2022,Dermatology,RTT First,1141,294,42,805,82,1009,1007
30/09/2024,Vascular Surgery,RTT Follow-up,115,87,28,0,7,115,103
30/06/2022,Diabetes,RTT First,73,64,9,0,8,71,70
30/06/2023,ENT,Non-RTT,681,492,77,112,141,685,355
31/10/2023,General Medicine,Non-RTT,93,87,5,1,2,178,95
31/10/2022,Respiratory,Non-RTT,609,458,118,33,60,380,146
30/04/2023,Dermatology,Non-RTT,943,630,124,189,124,559,213
31/07/2024,Breast Surgery,Non-RTT,95,44,18,33,8,31,18
30/09/2022,Trauma & Orthopaedics,RTT First,625,564,61,0,74,579,527
31/01/2023,Dermatology,Non-RTT,1392,885,217,290,230,813,257
31/05/2024,ENT,RTT Follow-up,684,337,79,268,53,924,512
31/03/2023,Dermatology,RTT Follow-up,405,139,101,165,11,354,234
28/02/2023,Diabetes,RTT Follow-up,54,46,8,0,6,24,7
31/01/2024,Gynaecology,Non-RTT,570,325,143,102,119,578,341
31/05/2023,ENT,RTT Follow-up,743,353,73,317,58,573,338
31/12/2023,Trauma & Orthopaedics,Non-RTT,547,505,42,0,105,769,288
31/10/2022,Cardiology,RTT First,416,282,134,0,55,430,391
31/08/2022,Vascular Surgery,RTT First,79,64,15,0,9,63,61
30/06/2023,Urology,RTT First,368,151,85,132,22,355,316
30/09/2022,General Surgery,Non-RTT,206,171,24,11,25,140,64
29/02/2024,Diabetes,RTT Follow-up,66,59,7,0,12,7,5
31/03/2024,General Medicine,RTT First,256,140,72,44,1,402,319
30/09/2023,Respiratory,Non-RTT,470,363,89,18,62,322,130
31/03/2024,Urology,RTT Follow-up,310,133,57,120,35,183,106
31/10/2023,Gynaecology,RTT First,1052,625,177,250,106,976,912
30/09/2024,Diabetes,Non-RTT,463,401,62,0,104,76,38
31/03/2023,General Medicine,RTT First,125,89,3,33,3,235,205
30/06/2024,Paediatric ENT,RTT Follow-up,253,209,44,0,6,198,103
30/11/2023,Paediatrics,RTT First,478,408,70,0,36,474,467
31/10/2024,Clinical Haematology,Non-RTT,988,592,181,215,72,79,54
30/09/2024,Cardiology,RTT First,550,335,215,0,72,443,421
31/03/2024,Colorectal Surgery,RTT First,615,81,79,455,28,891,520
30/06/2022,Trauma & Orthopaedics,N/A,2079,1970,109,0,433,NULL,NULL
31/10/2023,Gastroenterology,N/A,499,441,48,10,90,NULL,NULL
31/01/2024,Dermatology,N/A,275,186,58,31,91,NULL,NULL
30/06/2023,Breast Surgery,N/A,267,112,65,90,34,NULL,NULL
30/06/2023,Rheumatology,N/A,284,252,31,1,42,NULL,NULL
31/10/2022,ENT,N/A,400,255,125,20,171,NULL,NULL
31/07/2022,Gastroenterology,N/A,341,289,49,3,72,NULL,NULL
31/10/2024,General Surgery,N/A,438,409,26,3,89,NULL,NULL
30/06/2023,Respiratory,N/A,735,598,122,15,123,NULL,NULL
31/08/2022,Diabetes,N/A,456,336,120,0,83,NULL,NULL
31/10/2022,Paediatrics,N/A,730,716,14,0,103,NULL,NULL
30/06/2022,Urology,N/A,189,121,36,32,32,NULL,NULL
31/08/2024,General Surgery,N/A,436,413,18,5,62,NULL,NULL
31/01/2023,General Surgery,N/A,351,290,50,11,94,NULL,NULL
31/08/2024,Gynaecology,N/A,1807,1206,560,41,205,NULL,NULL
31/03/2023,Trauma & Orthopaedics,N/A,2204,2078,126,0,412,NULL,NULL
30/09/2022,Urology,N/A,224,134,64,26,33,NULL,NULL
30/06/2024,Breast Surgery,N/A,328,163,67,98,31,NULL,NULL
30/11/2022,Diabetes,N/A,504,410,94,0,138,NULL,NULL
30/06/2024,Neurology,N/A,130,117,13,0,39,NULL,NULL
31/01/2023,ENT,N/A,583,344,218,21,181,NULL,NULL
31/05/2023,General Medicine,N/A,599,584,11,4,80,NULL,NULL
30/06/2024,Respiratory,N/A,671,513,152,6,159,NULL,NULL
31/07/2024,Gynaecology,N/A,2015,1228,728,59,222,NULL,NULL
30/09/2024,Vascular Surgery,N/A,82,74,5,3,20,NULL,NULL
31/03/2024,Dermatology,N/A,236,143,52,41,64,NULL,NULL
30/06/2022,Colorectal Surgery,N/A,142,69,34,39,41,NULL,NULL
30/04/2023,ENT,N/A,385,205,151,29,117,NULL,NULL
29/02/2024,Diabetes,N/A,382,339,43,0,82,NULL,NULL
31/10/2023,Neurology,N/A,129,106,22,1,72,NULL,NULL
31/08/2022,Respiratory,N/A,631,527,88,16,105,NULL,NULL
31/01/2024,Respiratory,N/A,748,592,147,9,167,NULL,NULL
31/08/2022,Neurology,N/A,104,86,18,0,54,NULL,NULL
31/05/2024,Paediatrics,N/A,725,707,18,0,100,NULL,NULL
31/03/2024,Diabetes,N/A,341,304,37,0,98,NULL,NULL
30/09/2022,Neurology,N/A,117,99,17,1,67,NULL,NULL
30/09/2022,Diabetes,N/A,488,366,122,0,93,NULL,NULL
31/01/2024,Breast Surgery,N/A,273,126,65,82,42,NULL,NULL
31/08/2023,Paediatric ENT,N/A,109,63,46,0,38,NULL,NULL
30/11/2024,Paediatric ENT,N/A,63,25,38,0,43,NULL,NULL
31/05/2023,Respiratory,N/A,610,498,95,17,86,NULL,NULL
31/08/2024,Paediatric ENT,N/A,95,40,55,0,47,NULL,NULL
31/10/2023,Dermatology,N/A,283,189,42,52,120,NULL,NULL
31/12/2022,Clinical Haematology,N/A,325,226,84,15,61,NULL,NULL
31/03/2023,Colorectal Surgery,N/A,198,54,76,68,36,NULL,NULL
31/03/2023,Diabetes,N/A,463,374,89,0,109,NULL,NULL
31/12/2022,Gynaecology,N/A,1272,946,263,63,192,NULL,NULL
31/08/2024,General Medicine,N/A,803,754,44,5,71,NULL,NULL
31/12/2022,Respiratory,N/A,650,538,82,30,121,NULL,NULL
29/02/2024,Breast Surgery,N/A,249,142,45,62,41,NULL,NULL
31/05/2023,Vascular Surgery,N/A,105,93,12,0,9,NULL,NULL
31/08/2022,Dermatology,N/A,222,155,49,18,81,NULL,NULL
31/01/2023,Paediatrics,N/A,962,937,25,0,124,NULL,NULL
30/04/2023,Gynaecology,N/A,1440,834,532,74,189,NULL,NULL
30/06/2023,General Medicine,N/A,595,569,18,8,84,NULL,NULL
31/01/2024,Diabetes,N/A,306,271,35,0,117,NULL,NULL
31/12/2022,Vascular Surgery,N/A,75,63,7,5,12,NULL,NULL
31/10/2024,ENT,N/A,552,163,373,16,209,NULL,NULL
31/12/2023,Gastroenterology,N/A,411,388,20,3,93,NULL,NULL
30/11/2023,Paediatric ENT,N/A,93,78,15,0,46,NULL,NULL
28/02/2023,Gynaecology,N/A,1834,1188,587,59,266,NULL,NULL
31/12/2022,Cardiology,N/A,2237,2038,199,0,376,NULL,NULL
30/04/2023,Paediatrics,N/A,544,523,21,0,63,NULL,NULL
28/02/2023,Paediatric ENT,N/A,107,82,25,0,56,NULL,NULL
29/02/2024,Trauma & Orthopaedics,N/A,2390,2330,60,0,367,NULL,NULL
31/10/2024,Dermatology,N/A,200,141,43,16,58,NULL,NULL
31/07/2023,Clinical Haematology,N/A,402,275,109,18,60,NULL,NULL
31/03/2024,Neurology,N/A,141,128,13,0,54,NULL,NULL
31/01/2024,General Surgery,N/A,507,376,117,14,87,NULL,NULL
28/02/2023,General Surgery,N/A,369,288,75,6,69,NULL,NULL
31/08/2024,Neurology,N/A,164,151,12,1,52,NULL,NULL
31/12/2022,Neurology,N/A,103,85,18,0,59,NULL,NULL
31/08/2023,Respiratory,N/A,719,569,138,12,140,NULL,NULL
30/11/2022,General Medicine,N/A,614,565,43,6,80,NULL,NULL
30/04/2024,Urology,N/A,322,163,129,30,104,NULL,NULL
30/09/2023,Vascular Surgery,N/A,80,64,16,0,9,NULL,NULL
30/11/2022,Colorectal Surgery,N/A,160,51,47,62,37,NULL,NULL
31/03/2023,Breast Surgery,N/A,273,128,60,85,40,NULL,NULL
31/08/2022,ENT,N/A,407,268,133,6,148,NULL,NULL
30/11/2023,Clinical Haematology,N/A,488,329,139,20,87,NULL,NULL
30/09/2024,Cardiology,N/A,3549,3231,318,0,440,NULL,NULL
30/06/2022,Respiratory,N/A,659,518,118,23,120,NULL,NULL
30/06/2022,Paediatrics,N/A,622,603,19,0,117,NULL,NULL
30/06/2024,Clinical Haematology,N/A,433,289,124,20,63,NULL,NULL
30/11/2023,Vascular Surgery,N/A,112,96,16,0,12,NULL,NULL
31/08/2023,Neurology,N/A,116,98,16,2,85,NULL,NULL
31/03/2023,Respiratory,N/A,777,687,67,23,136,NULL,NULL
30/11/2024,Paediatrics,N/A,750,731,19,0,83,NULL,NULL
30/04/2024,Paediatric ENT,N/A,99,64,35,0,25,NULL,NULL
31/12/2023,Vascular Surgery,N/A,89,72,17,0,15,NULL,NULL
31/08/2023,Breast Surgery,N/A,299,182,64,53,80,NULL,NULL
31/12/2022,Dermatology,N/A,169,138,17,14,80,NULL,NULL
30/06/2022,Breast Surgery,N/A,202,79,50,73,21,NULL,NULL
30/06/2024,Cardiology,N/A,3456,3218,238,0,469,NULL,NULL
28/02/2023,ENT,N/A,509,318,168,23,149,NULL,NULL
30/11/2024,Vascular Surgery,N/A,83,67,15,1,16,NULL,NULL
30/09/2024,Clinical Haematology,N/A,517,339,158,20,78,NULL,NULL
30/09/2024,Paediatrics,N/A,747,728,19,0,105,NULL,NULL
31/12/2023,Rheumatology,N/A,212,188,23,1,49,NULL,NULL
30/06/2023,Dermatology,N/A,290,211,43,36,95,NULL,NULL
30/11/2022,Trauma & Orthopaedics,N/A,2079,1968,111,0,395,NULL,NULL
30/06/2023,Diabetes,N/A,459,395,64,0,122,NULL,NULL
30/11/2023,Rheumatology,N/A,290,252,38,0,49,NULL,NULL
31/08/2022,General Surgery,N/A,156,129,24,3,51,NULL,NULL
31/08/2024,Diabetes,N/A,329,291,38,0,89,NULL,NULL
31/07/2022,Vascular Surgery,N/A,91,76,15,0,4,NULL,NULL
31/10/2023,Cardiology,N/A,3126,2880,246,0,404,NULL,NULL
31/08/2024,Breast Surgery,N/A,264,149,52,63,43,NULL,NULL
29/02/2024,Colorectal Surgery,N/A,165,50,64,51,40,NULL,NULL
30/11/2022,Urology,N/A,225,138,62,25,48,NULL,NULL
31/08/2023,Dermatology,N/A,253,169,45,39,114,NULL,NULL
31/07/2022,Cardiology,N/A,2630,2425,204,1,338,NULL,NULL
31/07/2022,Clinical Haematology,N/A,376,272,91,13,66,NULL,NULL
31/08/2023,Gynaecology,N/A,1700,1198,453,49,175,NULL,NULL
31/10/2022,General Medicine,N/A,422,414,2,6,45,NULL,NULL
31/01/2024,General Medicine,N/A,620,597,18,5,84,NULL,NULL
31/03/2023,Neurology,N/A,119,103,16,0,64,NULL,NULL
31/10/2023,Clinical Haematology,N/A,461,314,123,24,78,NULL,NULL
31/01/2023,Paediatric ENT,N/A,152,94,58,0,45,NULL,NULL
31/10/2022,Rheumatology,N/A,258,225,32,1,50,NULL,NULL
30/11/2023,Cardiology,N/A,3505,3144,361,0,422,NULL,NULL
31/08/2024,Dermatology,N/A,216,154,45,17,100,NULL,NULL
28/02/2023,Gastroenterology,N/A,333,285,42,6,84,NULL,NULL
31/05/2023,Dermatology,N/A,253,193,33,27,64,NULL,NULL
30/09/2023,Paediatrics,N/A,694,655,39,0,97,NULL,NULL
31/07/2023,Cardiology,N/A,3209,2967,242,0,381,NULL,NULL
31/10/2023,General Surgery,N/A,351,258,85,8,63,NULL,NULL
30/06/2022,General Medicine,N/A,427,418,3,6,47,NULL,NULL
30/09/2022,Paediatric ENT,N/A,87,67,20,0,56,NULL,NULL
29/02/2024,Gynaecology,N/A,2182,1372,747,63,219,NULL,NULL
30/09/2023,General Medicine,N/A,541,508,29,4,109,NULL,NULL
30/06/2022,Paediatric ENT,N/A,99,86,13,0,56,NULL,NULL
31/03/2024,Vascular Surgery,N/A,94,76,17,1,10,NULL,NULL
31/03/2023,Dermatology,N/A,233,166,27,40,66,NULL,NULL
31/03/2024,Respiratory,N/A,730,595,131,4,123,NULL,NULL
30/06/2024,Dermatology,N/A,244,151,64,29,70,NULL,NULL
31/10/2022,Gynaecology,N/A,1511,1068,382,61,195,NULL,NULL
30/11/2023,Diabetes,N/A,366,320,46,0,97,NULL,NULL
31/12/2023,Gynaecology,N/A,1917,1083,760,74,200,NULL,NULL
30/04/2023,Gastroenterology,N/A,291,261,27,3,74,NULL,NULL
30/09/2022,Dermatology,N/A,247,173,37,37,109,NULL,NULL
31/03/2024,Breast Surgery,N/A,293,149,68,76,52,NULL,NULL
31/07/2023,Gynaecology,N/A,1590,1051,470,69,144,NULL,NULL
30/09/2023,Cardiology,N/A,3011,2776,235,0,378,NULL,NULL
30/04/2023,Paediatric ENT,N/A,101,63,36,2,31,NULL,NULL
30/06/2022,Diabetes,N/A,422,342,80,0,80,NULL,NULL
29/02/2024,ENT,N/A,566,307,219,40,155,NULL,NULL
31/10/2023,ENT,N/A,410,226,162,22,121,NULL,NULL
31/01/2024,Urology,N/A,353,186,125,42,100,NULL,NULL
30/11/2022,Neurology,N/A,159,127,31,1,68,NULL,NULL
31/10/2022,Gastroenterology,N/A,325,276,44,5,67,NULL,NULL
31/08/2023,Gastroenterology,N/A,444,402,36,6,83,NULL,NULL
30/09/2023,Clinical Haematology,N/A,410,283,108,19,83,NULL,NULL
30/11/2022,Breast Surgery,N/A,214,116,38,60,33,NULL,NULL
30/04/2024,Trauma & Orthopaedics,N/A,2571,2504,67,0,415,NULL,NULL
30/04/2023,Vascular Surgery,N/A,83,67,16,0,12,NULL,NULL
31/10/2022,Vascular Surgery,N/A,74,59,14,1,8,NULL,NULL
31/01/2023,Cardiology,N/A,6138,5704,434,0,623,NULL,NULL
31/07/2022,Breast Surgery,N/A,168,78,56,34,29,NULL,NULL
28/02/2023,Vascular Surgery,N/A,80,72,8,0,6,NULL,NULL
31/01/2023,Clinical Haematology,N/A,441,299,102,40,81,NULL,NULL
30/11/2022,Respiratory,N/A,735,625,91,19,123,NULL,NULL
31/10/2024,General Medicine,N/A,935,857,71,7,104,NULL,NULL
28/02/2023,Diabetes,N/A,419,321,98,0,100,NULL,NULL
30/09/2022,Breast Surgery,N/A,211,127,35,49,42,NULL,NULL
30/09/2022,Respiratory,N/A,679,565,101,13,119,NULL,NULL
30/06/2022,Vascular Surgery,N/A,76,68,7,1,9,NULL,NULL
31/12/2023,Dermatology,N/A,250,170,49,31,74,NULL,NULL
31/07/2024,Gastroenterology,N/A,512,454,50,8,133,NULL,NULL
30/04/2024,Paediatrics,N/A,789,764,24,1,79,NULL,NULL
30/04/2024,Colorectal Surgery,N/A,119,48,44,27,43,NULL,NULL
30/06/2023,Paediatric ENT,N/A,101,66,34,1,41,NULL,NULL
31/12/2022,General Medicine,N/A,500,464,34,2,75,NULL,NULL
30/06/2024,General Medicine,N/A,647,618,20,9,72,NULL,NULL
29/02/2024,Paediatrics,N/A,706,672,34,0,82,NULL,NULL
30/06/2023,Neurology,N/A,107,89,18,0,75,NULL,NULL
31/01/2023,Breast Surgery,N/A,255,125,51,79,47,NULL,NULL
31/07/2022,Paediatrics,N/A,673,659,14,0,77,NULL,NULL
31/03/2023,General Surgery,N/A,391,278,108,5,75,NULL,NULL
30/11/2024,Diabetes,N/A,299,266,33,0,54,NULL,NULL
30/09/2024,Trauma & Orthopaedics,N/A,2658,2604,54,0,498,NULL,NULL
30/09/2024,Urology,N/A,247,137,94,16,71,NULL,NULL
31/05/2023,ENT,N/A,469,272,181,16,147,NULL,NULL
31/05/2024,Vascular Surgery,N/A,105,84,17,4,14,NULL,NULL
30/04/2024,Gynaecology,N/A,2126,1222,851,53,215,NULL,NULL
30/06/2024,Trauma & Orthopaedics,N/A,2469,2408,61,0,380,NULL,NULL
31/07/2022,Urology,N/A,179,105,47,27,36,NULL,NULL
30/09/2024,Rheumatology,N/A,269,234,34,1,21,NULL,NULL
30/11/2024,Trauma & Orthopaedics,N/A,2163,2125,38,0,363,NULL,NULL
30/11/2023,Colorectal Surgery,N/A,166,61,53,52,42,NULL,NULL
31/08/2023,ENT,N/A,442,218,202,22,111,NULL,NULL
31/10/2022,Clinical Haematology,N/A,353,258,78,17,76,NULL,NULL
31/03/2023,ENT,N/A,528,311,180,37,136,NULL,NULL
31/05/2023,Gynaecology,N/A,1747,1049,630,68,211,NULL,NULL
31/05/2023,Diabetes,N/A,530,446,84,0,111,NULL,NULL
31/03/2023,General Medicine,N/A,694,684,8,2,96,NULL,NULL
30/09/2024,Gastroenterology,N/A,366,317,44,5,117,NULL,NULL
31/10/2022,Neurology,N/A,122,98,22,2,65,NULL,NULL
30/06/2024,Urology,N/A,327,190,119,18,108,NULL,NULL
30/09/2022,General Medicine,N/A,473,461,2,10,55,NULL,NULL
31/10/2023,Gynaecology,N/A,1774,1174,535,65,196,NULL,NULL
31/07/2023,Vascular Surgery,N/A,85,71,14,0,15,NULL,NULL
31/12/2023,Paediatrics,N/A,640,608,32,0,82,NULL,NULL
31/10/2024,Diabetes,N/A,333,303,30,0,83,NULL,NULL
31/08/2023,Cardiology,N/A,3203,2924,279,0,362,NULL,NULL
31/12/2023,ENT,N/A,358,184,155,19,113,NULL,NULL
31/10/2024,Gynaecology,N/A,2178,1230,911,37,209,NULL,NULL
30/11/2023,Paediatrics,N/A,749,706,43,0,145,NULL,NULL
31/03/2024,Colorectal Surgery,N/A,167,56,60,51,38,NULL,NULL
31/05/2024,Gastroenterology,N/A,548,475,67,6,165,NULL,NULL
30/09/2023,Rheumatology,N/A,261,226,34,1,40,NULL,NULL
30/06/2024,Rheumatology,N/A,228,197,31,0,27,NULL,NULL
31/08/2022,Vascular Surgery,N/A,104,83,20,1,7,NULL,NULL
31/12/2023,Cardiology,N/A,2768,2536,231,1,358,NULL,NULL
31/01/2023,Gynaecology,N/A,1955,1344,531,80,213,NULL,NULL
29/02/2024,General Surgery,N/A,510,450,54,6,58,NULL,NULL
30/06/2023,Colorectal Surgery,N/A,179,46,66,67,22,NULL,NULL
31/07/2024,Vascular Surgery,N/A,100,75,22,3,9,NULL,NULL
28/02/2023,Paediatrics,N/A,1004,991,13,0,133,NULL,NULL
30/04/2024,Gastroenterology,N/A,528,463,58,7,134,NULL,NULL
30/11/2024,General Medicine,N/A,712,649,58,5,103,NULL,NULL
31/07/2023,General Medicine,N/A,624,592,28,4,68,NULL,NULL
30/11/2023,Trauma & Orthopaedics,N/A,2462,2377,85,0,512,NULL,NULL
31/07/2022,Paediatric ENT,N/A,94,73,21,0,55,NULL,NULL
30/11/2024,Colorectal Surgery,N/A,100,34,55,11,32,NULL,NULL
31/07/2024,Paediatrics,N/A,591,573,18,0,77,NULL,NULL
31/03/2024,Urology,N/A,344,191,109,44,78,NULL,NULL
31/08/2022,Gastroenterology,N/A,329,274,53,2,75,NULL,NULL
31/01/2023,Gastroenterology,N/A,365,311,49,5,89,NULL,NULL
31/12/2023,Clinical Haematology,N/A,299,204,80,15,48,NULL,NULL
30/06/2024,Paediatric ENT,N/A,105,54,51,0,48,NULL,NULL
31/12/2023,General Surgery,N/A,336,233,92,11,71,NULL,NULL
30/09/2023,Urology,N/A,268,135,102,31,72,NULL,NULL
30/11/2022,Paediatric ENT,N/A,96,78,18,0,65,NULL,NULL
30/04/2024,Breast Surgery,N/A,286,156,53,77,52,NULL,NULL
31/07/2022,Colorectal Surgery,N/A,130,43,38,49,77,NULL,NULL
31/03/2024,Trauma & Orthopaedics,N/A,2540,2485,55,0,368,NULL,NULL
30/11/2023,Urology,N/A,364,171,156,37,73,NULL,NULL
30/09/2022,Colorectal Surgery,N/A,175,74,41,60,58,NULL,NULL
31/08/2023,Clinical Haematology,N/A,470,339,109,22,67,NULL,NULL
31/05/2023,Neurology,N/A,132,119,13,0,60,NULL,NULL
30/06/2024,Colorectal Surgery,N/A,131,53,54,24,24,NULL,NULL
31/01/2024,Colorectal Surgery,N/A,179,68,60,51,27,NULL,NULL
31/08/2024,ENT,N/A,501,186,293,22,173,NULL,NULL
31/03/2024,General Medicine,N/A,629,595,29,5,96,NULL,NULL
30/06/2022,Rheumatology,N/A,242,215,27,0,44,NULL,NULL
30/09/2022,Trauma & Orthopaedics,N/A,2200,2098,102,0,490,NULL,NULL
31/12/2022,Rheumatology,N/A,215,196,18,1,68,NULL,NULL
30/06/2023,Trauma & Orthopaedics,N/A,2273,2192,81,0,345,NULL,NULL
31/07/2022,Gynaecology,N/A,1451,871,513,67,237,NULL,NULL
31/01/2024,Trauma & Orthopaedics,N/A,2428,2372,56,0,431,NULL,NULL
30/11/2023,General Medicine,N/A,695,658,29,8,113,NULL,NULL
